"package","n"
"aRchi",58
"AlphaHull3D",58
"ahp",58
"vows",57
"spweights",57
"SPACECAP",57
"SIN",57
"SBSA",57
"rpubchem",57
"QuantumClone",57
"opencpu.demo",57
"NRAIA",57
"nodeHarvest",57
"NMproject",57
"multitable",57
"msSurv",57
"MiscPsycho",57
"MedSurvey",57
"MBTAr",57
"longclust",57
"jdx",57
"IGM.MEA",57
"ifa",57
"hdlm",57
"FindAllRoots",57
"fifer",57
"eNetXplorer",57
"cRegulome",57
"cooccurNet",57
"ClueR",57
"CATkit",57
"beadarrayFilter",57
"BANFF",57
"acmeR",57
"tiger",56
"sme",56
"sivipm",56
"RVsharing",56
"Rrdrand",56
"rconifers",56
"rcongresso",56
"PortfolioEffectHFT",56
"plotGoogleMaps",56
"NHMM",56
"mvngGrAd",56
"muS2RC",56
"modTempEff",56
"mixComp",56
"leaflet.multiopacity",56
"hsmm",56
"GMZTests",56
"ghit",56
"ggDCA",56
"G1DBN",56
"EWSmethods",56
"EloOptimized",56
"dlmodeler",56
"COZIGAM",56
"chplot",56
"alineR",56
"AirSensor",56
"ZeligChoice",55
"vectools",55
"stylest",55
"StatFingerprints",55
"SRPM",55
"Segmentor3IsBack",55
"scriptests",55
"scidb",55
"rsqliteadmin",55
"rPlant",55
"RPDTest",55
"rmngb",55
"rela",55
"rcppbugs",55
"Rbitcoin",55
"pkgutils",55
"perARMA",55
"ofp",55
"npmc",55
"mlica",55
"mixSPE",55
"MEtest",55
"MetaboList",55
"ldat",55
"ipdmeta",55
"HiCblock",55
"giRaph",55
"gdimap",55
"futile.matrix",55
"expert",55
"excelstrippr",55
"EMV",55
"drm",55
"DEMEtics",55
"crp.CSFP",55
"CIDnetworks",55
"BayesGESM",55
"autopls",55
"ARES",55
"vortexR",54
"twostage",54
"TimeWarp",54
"structSSI",54
"speedRlibs",54
"SpaTimeClus",54
"SMARTAR",54
"Rstreams",54
"Rknots",54
"Rclusterpp",54
"prob",54
"opmdata",54
"nontarget",54
"MRCV",54
"mortyr",54
"mixlow",54
"meanscore",54
"mapReduce",54
"iqLearn",54
"idealstan",54
"ggmsa",54
"GapAnalysis",54
"freqweights",54
"fieldRS",54
"eiwild",54
"EDCimport",54
"drmdel",54
"caretNWS",54
"CallEshotgun",54
"AzureML",54
"waveclock",53
"water",53
"setwidth",53
"samon",53
"RtutoR",53
"RSNPset",53
"rsgcc",53
"rorutadis",53
"RbioRXN",53
"race",53
"oops",53
"nntrf",53
"nlstimedist",53
"nga",53
"IQMNMR",53
"gWidgets2RGtk2",53
"gtkDevice",53
"devtoolbox",53
"cxxPack",53
"copas",53
"contextual",53
"clines",53
"ccdrAlgorithm",53
"boomer",53
"bigReg",53
"bclust",53
"Barycenter",53
"ARTIVA",53
"APAtree",53
"vqtl",52
"TSAgg",52
"trundler",52
"timsr",52
"tileHMM",52
"survBayes",52
"STAR",52
"spiR",52
"SimEvolEnzCons",52
"siconfir",52
"rIP",52
"RFA",52
"RcmdrPlugin.MAd",52
"rbundler",52
"rarhsmm",52
"radtools",52
"ptstem",52
"PCIT",52
"ORMDR",52
"nmfem",52
"msr",52
"LPStimeSeries",52
"lossDev",52
"listdtr",52
"libsoc",52
"Lambda4",52
"L1mstate",52
"kobe",52
"KFKSDS",52
"jsr223",52
"introgress",52
"Imap",52
"ieeeround",52
"IDConverter",52
"hybridHclust",52
"HapEstXXR",52
"HadoopStreaming",52
"foster",52
"exif",52
"equatiomatic",52
"COBRA",52
"cliqueMS",52
"chickn",52
"cardioModel",52
"bootfs",52
"binaryTimeSeries",52
"beadarrayMSV",52
"BAMD",52
"APackOfTheClones",52
"amer",52
"AllPossibleSpellings",52
"Actigraphy",52
"urn",51
"uplift",51
"table1xls",51
"spsann",51
"space",51
"sae.prop",51
"rpg",51
"Rmagic",51
"rcss",51
"Rchemcpp",51
"rbace",51
"postGIStools",51
"pear",51
"nsdr",51
"nprcgenekeepr",51
"nonrandom",51
"mlbgameday",51
"mixstock",51
"MAVIS",51
"legco",51
"lazyraster",51
"lazyNumbers",51
"Grid2Polygons",51
"goftte",51
"gmvalid",51
"glmmsr",51
"genefu",51
"fRLR",51
"freesurfer",51
"diffractometry",51
"CopulaRegression",51
"convexjlr",51
"citr",51
"CARS",51
"BPHO",51
"bfa",51
"BCA",51
"B2Z",51
"apex",51
"akmeans",51
"adhoc",51
"twiddler",50
"treelet",50
"tm.plugin.webmining",50
"timma",50
"synbreedData",50
"sybilcycleFreeFlux",50
"snht",50
"scmamp",50
"saeHB.gpois",50
"rsat",50
"ReporteRsjars",50
"rcosmo",50
"RcmdrPlugin.qcc",50
"oXim",50
"muma",50
"msarc",50
"mleur",50
"mleap",50
"loadflux",50
"kaps",50
"jlsm",50
"hmgm",50
"GWAF",50
"granovaGG",50
"glmdm",50
"geoops",50
"geomedb",50
"dpmixsim",50
"birch",50
"TileManager",49
"SynthCast",49
"swmmr",49
"SVGMapping",49
"spdplyr",49
"SocialMediaLab",49
"saeHB.twofold",49
"RSCABS",49
"ROracleUI",49
"rivervis",49
"replicationInterval",49
"qwalkr",49
"powerlmm",49
"ONETr",49
"networksis",49
"nestedRanksTest",49
"mpMap2",49
"lmeNBBayes",49
"iRefR",49
"individual",49
"ICE",49
"icamix",49
"GrassmannOptim",49
"gorpiper",49
"googlesheets",49
"giedata",49
"GenomicMating",49
"FLCore",49
"eqtl",49
"DOSim",49
"ctest",49
"CreditMetrics",49
"colbycol",49
"CLAG",49
"CHCN",49
"BlockFeST",49
"APML",49
"alterryx",49
"webtools",48
"upwaver",48
"rTLS",48
"rngwell19937",48
"RMessenger",48
"RefFreeEWAS",48
"QuantifQuantile",48
"oposSOM",48
"oosp",48
"NonpModelCheck",48
"ngstk",48
"netjack",48
"msProcess",48
"MRIaggr",48
"mmm",48
"Miso",48
"logitchoice",48
"logconPH",48
"linearOrdering",48
"JudgeIt",48
"imputation",48
"ImageMetrics",48
"hydrosanity",48
"grasper",48
"giphyr",48
"GhcnDaily",48
"GeneSOM",48
"exactDistr",48
"customLayout",48
"changepointsHD",48
"biOps",48
"binaryLogic",48
"AWR.KMS",48
"aRbs",48
"anchors",48
"xgrid",47
"vmsbase",47
"TwoWayFEWeights",47
"tradeCosts",47
"systemicrisk",47
"subgroup.discovery",47
"stubthat",47
"spfrontier",47
"snp.plotter",47
"sbpiper",47
"rtkpp",47
"RLMM",47
"RcmdrPlugin.lfstat",47
"rAvis",47
"QRMlib",47
"qle",47
"PStrata",47
"ProbForecastGOP",47
"poplite",47
"phenocamapi",47
"MSinference",47
"Mobilize",47
"MixMAP",47
"ldr",47
"largeVis",47
"isqg",47
"informR",47
"hybridEnsemble",47
"HWEBayes",47
"hisemi",47
"HiCfeat",47
"gppm",47
"GMD",47
"giftwrap",47
"gcExplorer",47
"expp",47
"edci",47
"ebimetagenomics",47
"deseasonalize",47
"cvq2",47
"CoxBoost",47
"bmotif",47
"bbefkr",47
"aqfig",47
"amba",47
"advclust",47
"uwo4419",46
"uniqueAtomMat",46
"sybilDynFBA",46
"sweSCB",46
"subprocess",46
"SubCultCon",46
"SSDL",46
"sismonr",46
"scCAN",46
"RSiteSearch",46
"Rsampletrees",46
"Reliability",46
"rdatamarket",46
"preText",46
"pheno2geno",46
"packS4",46
"opencpu.encode",46
"NetComp",46
"MADAM",46
"kulife",46
"kerasformula",46
"integrOmics",46
"hhcartr",46
"hdeco",46
"ExomeCNV",46
"DriveML",46
"datamart",46
"CommEcol",46
"cghRA",46
"CensMixReg",46
"boss",46
"biorxivr",46
"biom",46
"bdynsys",46
"BayesBridge",46
"auteur",46
"apaStyle",46
"ACDC",46
"xyloplot",45
"xtermStyle",45
"TidyConsultant",45
"tawny.types",45
"surf",45
"spruce",45
"Sim.DiffProcGUI",45
"simba",45
"RNeo4j",45
"rHL7",45
"RcppHoney",45
"qtbase",45
"qqr",45
"PSTR",45
"proptest",45
"profdpm",45
"probhat",45
"PortfolioEffectEstim",45
"pgbart",45
"PET",45
"pcaPA",45
"OneArmPhaseTwoStudy",45
"nnc",45
"nlrq",45
"multiv",45
"multistateutils",45
"MRH",45
"lazygreedy",45
"kzft",45
"INDperform",45
"incadata",45
"hockeyR",45
"glmperm",45
"genderizeR",45
"frmqa",45
"fractalrock",45
"forestChange",45
"fit4NM",45
"edpclient",45
"edesign",45
"EBS",45
"DPw",45
"dicionariosIBGE",45
"DependencyReviewer",45
"dataview",45
"CommonTrend",45
"cimis",45
"BMSC",45
"betalink",45
"bbricks",45
"bayesclust",45
"abf2",45
"wikisourcer",44
"WhopGenome",44
"uFTIR",44
"ToxicR",44
"svapls",44
"survcomp",44
"stormwindmodel",44
"spp",44
"scrubr",44
"scopr",44
"RxCEcolInf",44
"RScaLAPACK",44
"RpgSQL",44
"Rpad",44
"robets",44
"Rlsf",44
"Rdsm",44
"rbitcoinchartsapi",44
"psychNET",44
"PredictiveRegression",44
"postgwas",44
"popprxl",44
"osmgeosample",44
"NSA",44
"mtconnectR",44
"magma",44
"LIHKGr",44
"jcolors",44
"inldata",44
"homtest",44
"hashmap",44
"gesca",44
"FlywayNet",44
"feamiR",44
"fasthplus",44
"enviPick",44
"edcc",44
"dwapi",44
"datacheck",44
"dashPivottable",44
"catenary",44
"BiTrinA",44
"bcf",44
"BayesPiecewiseICAR",44
"aucm",44
"aemo",44
"aba",44
"wordpressr",43
"TCC",43
"stratigraph",43
"snpStatsWriter",43
"simfinR",43
"siatclust",43
"rSPACE",43
"rrdflibs",43
"rite",43
"rgam",43
"restlos",43
"RegularizedSCA",43
"rdefra",43
"RcmdrPlugin.steepness",43
"r2dRue",43
"quantchem",43
"qrfactor",43
"psychtm",43
"oxcgrt",43
"okmesonet",43
"NORMT3",43
"muStat",43
"MatchIt.mice",43
"kedd",43
"intoo",43
"geoPlot",43
"gazepath",43
"folderfun",43
"flightplanning",43
"fast",43
"dvn",43
"detectR",43
"cbar",43
"casen",43
"binnednp",43
"bayou",43
"AquaBPsim",43
"adass",43
"abcADM",43
"YuGene",42
"xtreg2way",42
"xpose4generic",42
"Xmisc",42
"WLasso",42
"TwoWaySurvival",42
"spacom",42
"sequence",42
"RTransProb",42
"ReCiPa",42
"rapbase",42
"rangemodelR",42
"raincpc",42
"powerHaDeX",42
"popgen",42
"partialAR",42
"pacose",42
"ofw",42
"nnDiag",42
"nmm",42
"NGSSEML",42
"netCDF",42
"ndvtest",42
"MicroSEC",42
"lvm4net",42
"ltbayes",42
"HWxtest",42
"grainchanger",42
"GiANT",42
"gglogo",42
"functClust",42
"FEST",42
"eventstudies",42
"dsr",42
"dominanceanalysis",42
"ddesolve",42
"dbEmpLikeGOF",42
"cec2005benchmark",42
"ccdf",42
"c2d4u.tools",42
"BPmodel",42
"Boov",42
"ANN",42
"AdjBQR",42
"activityCounts",42
"VdgRsm",41
"TFDEA",41
"SubpathwayMiner",41
"sspline",41
"SpherWave",41
"SpatMCA",41
"spatialkernel",41
"scPOP",41
"rTOFsPRO",41
"rSymPy",41
"rdracor",41
"RCassandra",41
"RBrownie",41
"QUIC",41
"predbayescor",41
"PharmacoGx",41
"orddom",41
"nsrr",41
"MVPARTwrap",41
"mosmafs",41
"MLDAShiny2",41
"MIWilson",41
"microSTASIS",41
"metabolighteR",41
"meaRtools",41
"MaXact",41
"lmms",41
"lemma",41
"ldDesign",41
"laser",41
"intdag",41
"intcox",41
"ICON",41
"ic50",41
"GPseq",41
"GEint",41
"ganalytics",41
"dna",41
"dmt",41
"Devore6",41
"deepboost",41
"dave",41
"Data2LD",41
"CountsEPPM",41
"compendiumdb",41
"colorfulVennPlot",41
"citbcmst",41
"bams",41
"AntWeb",41
"youtubecaption",40
"viraldomain",40
"USPS",40
"ts2net",40
"truncgof",40
"switchrGist",40
"sqlutils",40
"SPODT",40
"saves",40
"SAEforest",40
"rPorta",40
"RGtk2DfEdit",40
"poems",40
"PKtools",40
"pbdNCDF4",40
"pbdDEMO",40
"osmose",40
"mvtboost",40
"mvc",40
"muscle",40
"MLPA",40
"mclcar",40
"MAMSE",40
"LTRCforests",40
"latticist",40
"JRF",40
"itunesr",40
"iRF",40
"hyperSMURF",40
"GeoLight",40
"GBcurves",40
"fuzzyFDR",40
"futile.any",40
"FREGAT",40
"FLEDA",40
"dprep",40
"delaunay",40
"deisotoper",40
"DeducerSpatial",40
"cvam",40
"CausalKinetiX",40
"bhrcr",40
"bayesGDS",40
"backtestGraphics",40
"ant",40
"Animal",40
"yowie",39
"wethepeople",39
"TilePlot",39
"spANOVA",39
"soobench",39
"sigma2tools",39
"SDALGCP",39
"SCtools",39
"schwartz97",39
"Rigroup",39
"popRange",39
"PKPDmisc",39
"pcrsim",39
"pacbpred",39
"MultiChIPmixHMM",39
"MMS",39
"MIRL",39
"mclust02",39
"lclGWAS",39
"JAGUAR",39
"iteRates",39
"hierarchicalDS",39
"HIBPwned",39
"helpr",39
"guf",39
"GeneticTools",39
"gdns",39
"FactoRizationMachines",39
"extfunnel",39
"ennet",39
"ElectionsLATAM",39
"ebmstate",39
"diamonds",39
"define",39
"Defaults",39
"DATforDCEMRI",39
"datacheckr",39
"COSINE",39
"ConfoundedMeta",39
"collector",39
"clusternor",39
"clusterfly",39
"classify",39
"cgalMeshes",39
"BIRDS",39
"ber",39
"Bclim",39
"BayesBD",39
"BALD",39
"aws.sns",39
"aif360",39
"AdaptFit",39
"ACSNMineR",39
"WiSEBoot",38
"unbalanced",38
"udapi",38
"tricolore",38
"tnam",38
"tidyndr",38
"taskPR",38
"tabxplor",38
"sybilccFBA",38
"SuperPCA",38
"SSSR",38
"sprm",38
"smartdata",38
"sinx",38
"session",38
"sdtalt",38
"SAVE",38
"Rjms",38
"reweight",38
"Reol",38
"rcompletion",38
"rase",38
"r2lUniv",38
"pubchunks",38
"permax",38
"partitionMap",38
"parallelSVM",38
"molic",38
"MinBAR",38
"largeList",38
"kernDeepStackNet",38
"HybridFS",38
"HSAR",38
"FRB",38
"Flury",38
"expoTree",38
"expoRkit",38
"DiffusionRgqd",38
"dfConn",38
"datasus",38
"cryptoTax",38
"crosshybDetector",38
"childhoodmortality",38
"CAVIAR",38
"boolfun",38
"bigrf",38
"baymvb",38
"Bayesthresh",38
"AWAPer",38
"anominate",38
"AMA",38
"adapr",38
"abcdeFBA",38
"zicounts",37
"Wmisc",37
"wgsea",37
"VDA",37
"varComp",37
"TPMplt",37
"tonymisc",37
"tcensReg",37
"stringkernels",37
"spsmooth",37
"SpatialFloor",37
"SnakeCharmR",37
"sequences",37
"rqmcmb2",37
"ROI.plugin.clp",37
"RNRCS",37
"ri",37
"RGraphM",37
"regpro",37
"phyloland",37
"orderbook",37
"OpenMPController",37
"NormalizeMets",37
"NormalBetaPrime",37
"NITPicker",37
"nfda",37
"mrt",37
"mfr",37
"MCI2",37
"mapStats",37
"lmeNB",37
"KMgene",37
"hydroloom",37
"hierbase",37
"gsc",37
"geoSpectral",37
"geomnet",37
"episheet",37
"edrGraphicalTools",37
"d3heatmap",37
"countyfloods",37
"CorporaCoCo",37
"corcounts",37
"complex.surv.dat.sim",37
"cloudRmpi",37
"ccems",37
"BOG",37
"blockseg",37
"bisoreg",37
"bastah",37
"apsimr",37
"analysisPipelines",37
"AMIAS",37
"alignfigR",37
"ADM3",37
"udunits",36
"TROM",36
"tmuxr",36
"themetagenomics",36
"tabplotGTK",36
"seroincidence",36
"seedy",36
"sdtoolkit",36
"s3x",36
"RTConnect",36
"Rsge",36
"robustgam",36
"RenextGUI",36
"randNames",36
"radiomics",36
"R4dfp",36
"prc",36
"polyPK",36
"PKreport",36
"PhyloMeasures",36
"petro.One",36
"pbdRPC",36
"parboost",36
"paltran",36
"OrdinalLogisticBiplot",36
"OptimClassifier",36
"nlrwr",36
"multicross",36
"mobForest",36
"MCDM",36
"MachineLearning",36
"lymphclon",36
"LICORS",36
"libstableR",36
"jvmr",36
"ICBayes",36
"h5r",36
"grofit",36
"GermaParl",36
"geoviz",36
"FRegSigCom",36
"ForImp",36
"fhidata",36
"ENA",36
"egoTERGM",36
"dqshiny",36
"dielectric",36
"DeducerPlugInScaling",36
"DeducerPlugInExample",36
"CRFCSD",36
"cort",36
"colorout",36
"CME.assistant",36
"brainwaver",36
"bootsPLS",36
"BayesSAE",36
"BaSAR",36
"arf3DS4",36
"anoint",36
"analytics",36
"xpose4specific",35
"xpose4data",35
"xpose4classic",35
"walkr",35
"vimcom",35
"VC2copula",35
"unknownR",35
"tsbugs",35
"treeHFM",35
"survivALL",35
"StateTrace",35
"sptests",35
"sppmix",35
"SpeciesMix",35
"SelvarMix",35
"SDraw",35
"RI2by2",35
"Rfwdmv",35
"regtest",35
"ratPASTA",35
"railtrails",35
"QoLR",35
"pvsR",35
"PSGExpress",35
"proportion",35
"PredictTestbench",35
"ppstat",35
"plethem",35
"phtt",35
"phantom",35
"parsetools",35
"mrdrc",35
"mpcmp",35
"mlbstatsR",35
"McSpatial",35
"lineqGPR",35
"leaflet.opacity",35
"kzfs",35
"JointGLM",35
"isoreader",35
"IPMRF",35
"integrate",35
"humarray",35
"HiCglmi",35
"GREP2",35
"frmhet",35
"fragilityindex",35
"ForecastFramework",35
"FIAR",35
"fdaoutlier",35
"factorplot",35
"ezsim",35
"EVER",35
"ebvcube",35
"DivMelt",35
"delt",35
"datagovindia",35
"CrypticIBDcheck",35
"CIFsmry",35
"calib",35
"caGUI",35
"blendedLink",35
"BASIX",35
"ACMEeqtl",35
"wasim",34
"uwIntroStats",34
"TSsql",34
"touchard",34
"tossm",34
"tailr",34
"tabulizer",34
"survivalBIV",34
"Sunder",34
"strm",34
"strapgod",34
"steemr",34
"spnet",34
"splines",34
"SLC",34
"SII",34
"signal.hsmm",34
"SetRank",34
"scPDSI",34
"RWebLogo",34
"rsunlight",34
"rmdshower",34
"Rgretl",34
"RDFTensor",34
"ppiPre",34
"polymars",34
"polyglot",34
"pmdplyr",34
"pcurve",34
"originr",34
"optrdd",34
"OpasnetUtils",34
"nmfgpu4R",34
"nls",34
"MSeasy",34
"MsatAllele",34
"mixor",34
"MAMA",34
"lme",34
"Interpol.T",34
"internetarchive",34
"imputeMDR",34
"hydrolinks",34
"htree",34
"Holidays",34
"gnmf",34
"GExMap",34
"geocodeHERE",34
"gcmrec",34
"FourierDescriptors",34
"fCertificates",34
"erhcv",34
"epibase",34
"edbuildr",34
"dccvalidator",34
"D3M",34
"CSFA",34
"CovSelHigh",34
"cMonkey",34
"ChargeTransport",34
"cems",34
"BiomarkeR",34
"ASPBay",34
"AMOEBA",34
"agroclim",34
"aGE",34
"visualR",33
"tumblR",33
"TScompare",33
"tsc",33
"tpsDesign",33
"TimeMachine",33
"sybilEFBA",33
"sptemExp",33
"slga",33
"SimuChemPC",33
"SensMixed",33
"repra",33
"realized",33
"rcoreoa",33
"Rarefy",33
"pts2polys",33
"pssm",33
"processdata",33
"pmatch",33
"oapackage",33
"nutshell",33
"netClass",33
"mvcwt",33
"muUtil",33
"MSeasyTkGUI",33
"MetABEL",33
"lint",33
"KsPlot",33
"kerfdr",33
"kerasR",33
"ivbma",33
"IndependenceTests",33
"iGenomicViewer",33
"gradDescent",33
"GPrank",33
"ggsubplot",33
"geospacom",33
"geohash",33
"GeneReg",33
"frm",33
"FFdownload",33
"feedeR",33
"exactmaxsel",33
"ether",33
"EMCC",33
"DIDmultiplegt",33
"cvplogistic",33
"CreditRisk",33
"crblocks",33
"crandatapkgs",33
"cpk",33
"CopyDetect",33
"brt",33
"bpkde",33
"bootspecdens",33
"BBMV",33
"BayesQVGEL",33
"BaBooN",33
"autovarCore",33
"astro",33
"ares",33
"amber",33
"WHO",32
"weatherData",32
"VIF",32
"SQLiteMap",32
"spacodiR",32
"SINGLE",32
"signalextraction",32
"severity",32
"SDDA",32
"SDD",32
"sculpt3d",32
"rtsVis",32
"rmd",32
"RJSONLD",32
"RGISTools",32
"rgcvpack",32
"ResearchMethods",32
"Replication",32
"remoter",32
"rcqp",32
"RcmdrPlugin.doBy",32
"Rcmdr.HH",32
"rclinicaltrials",32
"rchie",32
"Rassoc",32
"qgen",32
"pvrank",32
"protiq",32
"PortfolioAnalysis",32
"PoissonSeq",32
"phom",32
"Peak2Trough",32
"PatternClass",32
"NNLM",32
"NestedCohort",32
"MTSKNN",32
"mtsc",32
"mprobit",32
"mcPAFit",32
"mcIRT",32
"lxb",32
"LeLogicielR",32
"kerdiest",32
"KATforDCEMRI",32
"junr",32
"jSonarR",32
"IRTpp",32
"iriR",32
"IGP",32
"GRaF",32
"googleformr",32
"gettingtothebottom",32
"genotypeR",32
"GeneNT",32
"gearman",32
"fxtract",32
"futile",32
"FitARMA",32
"FacPad",32
"epsi",32
"EPGLM",32
"DTRlearn",32
"DNAprofiles",32
"datadr",32
"darch",32
"CvM2SL1Test",32
"Compounding",32
"COMBIA",32
"captioner",32
"BootValidation",32
"BNN",32
"BioMedR",32
"BioFTF",32
"bigIntegerAlgos",32
"bats",32
"zooaRch",31
"xpose.nlmixr",31
"weco",31
"webTRISr",31
"vertexenum",31
"uqr",31
"TSTr",31
"TransferEntropy",31
"tmle.npvi",31
"timekit",31
"TBSSurvival",31
"survtmle",31
"SQB",31
"spatclus",31
"SocialMediaMineR",31
"smd.and.more",31
"scpm",31
"sampfling",31
"SACOBRA",31
"rwirelesscom",31
"Ruchardet",31
"Rothermel",31
"RMongo",31
"RIGHT",31
"ReliabilityTheory",31
"rCUR",31
"rangemap",31
"QPot",31
"ProgGUIinR",31
"ParallelTree",31
"PANICr",31
"pairedCI",31
"ospsuite.utils",31
"OOmisc",31
"OligoSpecificitySystem",31
"neuropsychology",31
"mmlcr",31
"mgraph",31
"mdsdt",31
"lambda.tools",31
"JumpTest",31
"JointNets",31
"irtProb",31
"int64",31
"iBUGS",31
"HTSDiff",31
"homeR",31
"gridsample",31
"glpk",31
"glmBfp",31
"FTICRMS",31
"extdplyr",31
"EquiNorm",31
"dupiR",31
"DSpat",31
"digeR",31
"dcmodifydb",31
"DCA",31
"DataEntry",31
"crossmatch",31
"carx",31
"btf",31
"BreedingSchemeLanguage",31
"BMN",31
"bmd",31
"blockRAR",31
"biglars",31
"BCellMA",31
"BaTFLED3D",31
"BatchMap",31
"autoencoder",31
"AssotesteR",31
"activpalProcessing",31
"WLinfer",30
"VariABEL",30
"tobit1",30
"tmg",30
"TInPosition",30
"SWATmodel",30
"superMDS",30
"SpectralGEM",30
"SNPmaxsel",30
"SLmisc",30
"SHIP",30
"sBF",30
"samplingEstimates",30
"rysgran",30
"rtext",30
"rodham",30
"RiDMC",30
"RGrace",30
"Rdroolsjars",30
"RBerkeley",30
"Rambo",30
"PML",30
"PBC",30
"paleoMAS",30
"package",30
"nlr",30
"nearfar",30
"mspath",30
"msgtools",30
"mosaic.find",30
"miceMNAR",30
"matie",30
"machina",30
"LadR",30
"kernelPSI",30
"kcirt",30
"jabr",30
"J4R",30
"iptmnetr",30
"intubate",30
"IBDhaploRtools",30
"GRPtests",30
"GRANCore",30
"GPB",30
"GlobalFit",30
"gfilinreg",30
"gesis",30
"FDRSeg",30
"fbRanks",30
"faisalconjoint",30
"erratum",30
"enigma",30
"ElstonStewart",30
"dstack",30
"DiagTest3Grp",30
"demi",30
"COPASutils",30
"ConjointChecks",30
"conics",30
"CondReg",30
"CompLognormal",30
"boclust",30
"bmmix",30
"bcool",30
"bayesloglin",30
"BANEScarparkinglite",30
"balance",30
"AtmRay",30
"atlantistools",30
"ArgumentCheck",30
"aqr",30
"adk",30
"adeba",30
"wtss",29
"whoapi",29
"uavRst",29
"tbart",29
"svmadmm",29
"splashr",29
"somplot",29
"SIRItoGTFS",29
"SafeQuant",29
"Rtts",29
"rsbml",29
"RODM",29
"RcmdrPlugin.pointG",29
"probemod",29
"politicaldata",29
"pnmtrem",29
"permGPU",29
"PALMO",29
"OLScurve",29
"modeval",29
"mmm2",29
"MmgraphR",29
"mdapack",29
"lllcrc",29
"linLIR",29
"learningCurve",29
"kdetrees",29
"KappaV",29
"ISIPTA",29
"intePareto",29
"INLAMSM",29
"iCiteR",29
"gtx",29
"grpregOverlap",29
"glmaag",29
"GenCAT",29
"ezsummary",29
"eqs2lavaan",29
"EMC",29
"DBGSA",29
"datautils",29
"coxinterval",29
"COveR",29
"CORM",29
"commentr",29
"CellularAutomaton",29
"c14bazAAR",29
"bride",29
"biopara",29
"BinQuasi",29
"binomlogit",29
"bdoc",29
"BayesQTLBIC",29
"zFactor",28
"xspliner",28
"worldriskpollr",28
"VICmodel",28
"varSelectIP",28
"umlr",28
"tidycells",28
"svcm",28
"SV",28
"surveyNG",28
"subspaceMOA",28
"SpNetPrep",28
"SphericalK",28
"SpatialEpiApp",28
"someKfwer",28
"SimPhe",28
"SHARE",28
"semdiag",28
"Rnets",28
"ris",28
"Rgraphviz",28
"rforensicbatwing",28
"relaxo",28
"rAltmetric",28
"QCAfalsePositive",28
"prLogistic",28
"PMmisc",28
"plus",28
"obliqueRF",28
"NPC",28
"MoonFinder",28
"monkeylearn",28
"MMG",28
"MDR",28
"MDM",28
"mcll",28
"makeR",28
"MAclinical",28
"LogisticDx",28
"linearQ",28
"libproj",28
"kexpmv",28
"jwutil",28
"iqspr",28
"iilasso",28
"hypred",28
"HEAT",28
"HAPim",28
"gtcorr",28
"gibbs.met",28
"ggdistribute",28
"GetITRData",28
"gameofthrones",28
"Funclustering",28
"fmlogcondens",28
"exptest",28
"epitopR",28
"eel",28
"edgeRun",28
"edarf",28
"dynfeature",28
"dse1",28
"DnE",28
"desire",28
"DeducerText",28
"DecisionAnalysis",28
"data.world",28
"cxx",28
"CvM2SL2Test",28
"CSS",28
"CorShrink",28
"Colossus",28
"cleanerR",28
"classyfire",28
"changedetection",28
"CDF.PSIdekick",28
"CAGExploreR",28
"breakage",28
"BMhyb",28
"bmeta",28
"BioGeoBEARS",28
"bigpca",28
"banR",28
"ARTP",28
"algstat",28
"agce",28
"aCGH.Spline",28
"yonder",27
"woeR",27
"wedge",27
"WaveLetLongMemory",27
"VisCov",27
"velox",27
"UniDOE",27
"TSmisc",27
"trread",27
"trex",27
"tRakt",27
"tourrGui",27
"toRvik",27
"timeit",27
"Thinknum",27
"texmexseq",27
"tabplotd3",27
"tableplot",27
"survutils",27
"stremr",27
"stockPortfolio",27
"SNPMClust",27
"Smisc",27
"SAMURAI",27
"saeHB.hnb",27
"RVtests",27
"rppo",27
"rpostgisLT",27
"royston",27
"RMCriteria",27
"rmaf",27
"rknn",27
"rJST",27
"rinform",27
"RiemBaseExt",27
"Rhh",27
"ReorderCluster",27
"Relexon",27
"reinforcelearn",27
"RecurRisk",27
"RcppBlaze",27
"rawr",27
"RANN.L1",27
"quantable",27
"qualypsoss",27
"qlcData",27
"pubprint",27
"projmanr",27
"PPtree",27
"powerAnalysis",27
"pleiades",27
"pgs",27
"PermuteNGS",27
"pastis",27
"partialCI",27
"parspatstat",27
"packdep",27
"opencastR",27
"npst",27
"normtest",27
"networkreporting",27
"NetData",27
"nationwider",27
"Myrrix",27
"multilm",27
"MuFiCokriging",27
"mmetrics",27
"mixRasch",27
"MFDA",27
"MCPerm",27
"mafs",27
"M3",27
"LLN",27
"lga",27
"lcd",27
"lassoscore",27
"labeltodendro",27
"kuniezu",27
"iSubpathwayMiner",27
"ISBF",27
"INLAutils",27
"ig",27
"iFad",27
"IC2",27
"hrr",27
"HDtest",27
"gWQSRS",27
"forega",27
"fetchR",27
"fastcmprsk",27
"EMJumpDiffusion",27
"Emcdf",27
"Distributacalcul",27
"distdrawr",27
"dief",27
"ddR",27
"datamaps",27
"D2C",27
"cudaBayesregData",27
"CRPClustering",27
"crn",27
"ConvCalendar",27
"compstatr",27
"clusthaplo",27
"clac",27
"ChemometricsWithRData",27
"CGene",27
"ced",27
"Blossom",27
"bivpois",27
"bigRR",27
"betfairly",27
